ID: 0ac9c2df-4e6f-454f-b064-38c3f27c71b2 | Name: Cà phê Robusta Buôn Ma Thuột ☕ | Media: [{"link":"https://m.media-amazon.com/images/I/71R61rEmOOL._SL1500_.jpg","name":"Cà phê Robusta Buôn Ma Thuột ☕","type":"image/jpeg"}]
ID: 6e6cf11b-a8b5-491f-813a-0e5e233a932e | Name: Bơ sáp Đắk Lắk 🥑 (Lô 109) | Media: [{"link":"/uploads/ai_auto_195ed3df045c2aa265ac4193ebdc8462.png","name":"Bơ sáp Đắk Lắk 🥑 (Lô 109)","type":"image"}]
ID: 95b9cfd7-2829-43d5-b4ed-9e6f09190fe4 | Name: Bơ sáp Đắk Lắk 🥑 (Lô 862) | Media: [{"link":"/uploads/ai_auto_2eb8eacd0e7d1da9b716e684224b5aec.png","name":"Bơ sáp Đắk Lắk 🥑 (Lô 862)","type":"image"}]
ID: d5c19e55-268e-4bdc-a417-1613789bbde1 | Name: Mật ong rừng Tràm 🔥 (Lô 351) | Media: [{"link":"/uploads/ai_auto_f18cd0f12d1657b0a52516afdbfb0f09.png","name":"Mật ong rừng Tràm 🔥 (Lô 351)","type":"image"}]
ID: 9dafc582-0a4c-4904-a2f3-2e3466127252 | Name: Chè Shan Tuyết cổ thụ 🍃 (Lô 271) | Media: [{"link":"/uploads/ai_auto_b07e8a1217fd5bb0cb541acef19f22f8.png","name":"Chè Shan Tuyết cổ thụ 🍃 (Lô 271)","type":"image"}]
ID: e28dff72-fc4a-47cc-9ca5-de22d9fac7b9 | Name: Chè Shan Tuyết cổ thụ 🍃 (Lô 783) | Media: [{"link":"/uploads/ai_auto_2b62eabdab7c6b429e2447060b6a4df4.png","name":"Chè Shan Tuyết cổ thụ 🍃 (Lô 783)","type":"image"}]
ID: afb74128-7082-4b7c-802d-c4cc1b41fc2f | Name: Hạt điều rang muối Bình Phước 🥜 | Media: [{"link":"https://erodaizensyu.com/wp-content/uploads/2023/02/1e3e56ce88d3eb11d55fafa30df5180f.jpg","name":"Hạt điều rang muối Bình Phước 🥜","type":"image/jpeg"}]
ID: 87455ad2-0d10-4799-8a0f-c4582961a2df | Name: Bơ sáp Đắk Lắk 🥑 (Lô 764) | Media: [{"link":"/uploads/ai_auto_dcf8c6c62e4fb1c036eee4b56a436f74.png","name":"Bơ sáp Đắk Lắk 🥑 (Lô 764)","type":"image"}]
ID: be1ac29c-cf5b-4239-b586-d6d546b7ee4a | Name: Mật ong rừng Tràm 🔥 (Lô 882) | Media: [{"link":"/uploads/ai_auto_ead912b67645413e3ddc2b7110cff94b.png","name":"Mật ong rừng Tràm 🔥 (Lô 882)","type":"image"}]
ID: 603826a1-c8bf-4fe4-9939-d080045c36f1 | Name: Chè Thái Nguyên thượng hạng 🍵 | Media: [{"link":"https://i.pinimg.com/originals/24/6e/8d/246e8daeb2e8ca42163edea8f9a1ee39.jpg","name":"Chè Thái Nguyên thượng hạng 🍵","type":"image/jpeg"}]
ID: prod_toLuong_1783179243192_964 | Name: Sâm Ngọc Linh Kon Tum 🌿 | Media: [{"link":"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/BFA_2023_-2_Heung-Min_Son_(cropped).jpg/960px-BFA_2023_-2_Heung-Min_Son_(cropped).jpg","name":"Sâm Ngọc Linh Kon Tum 🌿","type":"image/jpeg"}]
ID: prod_tramTinh_1783179543492_3822 | Name: Cảm biến IoT đo độ ẩm đất thông minh #716 | Media: [{"link":"/uploads/ai_auto_8f7f98d839aff0de351546024599d9e0.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #716","type":"image"}]
ID: prod_bachDiHanh_1783180142895_7024 | Name: Cảm biến IoT đo độ ẩm đất thông minh #892 | Media: [{"link":"/uploads/ai_auto_c3ab580bce2c4b59aa403f8e450d5322.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #892","type":"image"}]
ID: prod_suGia_1783176994490_751 | Name: Than sinh học biochar cải tạo đất #655 | Media: [{"link":"/uploads/ai_auto_967880204d3d35a945175aed5d762b97.png","name":"Than sinh học biochar cải tạo đất #655","type":"image"}]
ID: prod_bachLoc_1783175875015_8137 | Name: Cảm biến IoT đo độ ẩm đất thông minh #732 | Media: [{"link":"/uploads/ai_auto_7f5bc4f5e17e56ff7ac089e16174d672.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #732","type":"image"}]
ID: prod_phiNguyet_1783184370815_2814 | Name: Báo cáo phân tích giá cà phê tháng #586 | Media: [{"link":"/uploads/ai_auto_9be6145cf9549fbf2d84cab23e80d049.png","name":"Báo cáo phân tích giá cà phê tháng #586","type":"image"}]
ID: prod_bachLoc_1783184670417_5349 | Name: Nấm lim xanh Quảng Nam 🍄 | Media: [{"link":"https://cdn.tgdd.vn/2020/09/CookProduct/Cach-chon-va-so-che-cac-loai-nam-thong-dung-su-dung-trong-cac-mon-an-1-1200x676.jpg","name":"Nấm lim xanh Quảng Nam 🍄","type":"image/jpeg"}]
ID: prod_bachLoc_1783184670521_1926 | Name: Báo cáo phân tích giá cà phê tháng #762 | Media: [{"link":"/uploads/ai_auto_8e55f2adfb95fe541b01c2ebfc0de499.png","name":"Báo cáo phân tích giá cà phê tháng #762","type":"image"}]
ID: prod_suGia_1783176994665_2365 | Name: Măng khô Tây Bắc 🎋 | Media: [{"link":"https://newbbs-fd.zol-img.com.cn/t_s1200x5000/g5/M00/00/03/ChMkJ1qO9HSIfeeuAAIX4oaur9wAAk7hQHLrDIAAhf6205.jpg","name":"Măng khô Tây Bắc 🎋","type":"image/jpeg"}]
ID: prod_thuongNguyet_1783178044072_797 | Name: Cảm biến IoT đo độ ẩm đất thông minh #908 | Media: [{"link":"/uploads/ai_auto_4a94f0ac241a1bd911b449f1fb1e654c.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #908","type":"image"}]
ID: prod_daoTieuCuu_1783177677530_1432 | Name: Cảm biến IoT đo độ ẩm đất thông minh #732 | Media: [{"link":"/uploads/ai_auto_68fda1d3eb2688892d57088837c11213.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #732","type":"image"}]
ID: prod_daoTieuCuu_1783177677645_4155 | Name: Cảm biến IoT đo độ ẩm đất thông minh #908 | Media: [{"link":"/uploads/ai_auto_f142b7b581d81e3ed8ac3011788da496.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #908","type":"image"}]
ID: prod_hoaHuynh_1783177294288_547 | Name: Cảm biến IoT đo độ ẩm đất thông minh #908 | Media: [{"link":"/uploads/ai_auto_0dfaab951c81e436d2cccae98873ddb2.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #908","type":"image"}]
ID: prod_nhuNguyet_1783180442973_7872 | Name: Cảm biến IoT đo độ ẩm đất thông minh #236 | Media: [{"link":"/uploads/ai_auto_9bd502031f17a8620d1f2da9f0bded88.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #236","type":"image"}]
ID: prod_nhuNguyet_1783180442987_2006 | Name: Cảm biến IoT đo độ ẩm đất thông minh #364 | Media: [{"link":"/uploads/ai_auto_a72997b94d0efdf122765015d7781c04.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #364","type":"image"}]
ID: prod_bachDiHanh_1783181643276_5076 | Name: Cảm biến IoT đo độ ẩm đất thông minh #300 | Media: [{"link":"/uploads/ai_auto_d9910acab31cc7fd81ba940b90be99db.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #300","type":"image"}]
ID: prod_tramTinh_1783182543282_9810 | Name: Cảm biến IoT đo độ ẩm đất thông minh #300 | Media: [{"link":"/uploads/ai_auto_da1f5d4902346a6457abed2e60bbd27d.png","name":"Cảm biến IoT đo độ ẩm đất thông minh #300","type":"image"}]
ID: prod_uVuongMau_1783182843079_507 | Name: Báo cáo phân tích giá cà phê tháng #234 | Media: [{"link":"/uploads/ai_auto_e8d25738f9db2d83868e8b8e35cd5ccb.png","name":"Báo cáo phân tích giá cà phê tháng #234","type":"image/jpeg"}]
ID: prod_phiNguyet_1783183443175_8817 | Name: Gạo tám thơm Điện Biên 🌾 | Media: [{"link":"https://item-shopping.c.yimg.jp/i/n/samsenka_gu5-007","name":"Gạo tám thơm Điện Biên 🌾","type":"image/jpeg"}]
